run_id,scenario,method,seed,target_count,start_x,start_y,home_x,home_y,mission_start_time,mission_end_time,mission_completed,returned_home,manual_intervention,collision_count,software_commit
P2_S3_B3_seed1003,S3,B3,1003,3,0.0026871403921642735,-6.057786744396876e-05,0.0026871403921642735,-6.057786744396876e-05,12.6,142.5,False,False,False,0,unknown
P2_S3_B3_seed1004,S3,B3,1004,3,0.0010187485633650574,-2.2559672175722403e-05,0.0010187485633650574,-2.2559672175722403e-05,12.9,141.2,False,False,False,0,unknown
P2_S3_B3_seed1005,S3,B3,1005,3,0.00246972311767337,-5.548362856168916e-05,0.00246972311767337,-5.548362856168916e-05,12.5,139.8,False,False,False,0,unknown
P2_S3_B3_seed1006,S3,B3,1006,3,0.0010322460433392626,-2.288124591008583e-05,0.0010322460433392626,-2.288124591008583e-05,12.6,131.6,False,False,False,0,unknown
P2_S3_B3_seed1007,S3,B3,1007,3,0.0008540403427168533,-1.897463355121705e-05,0.0008540403427168533,-1.897463355121705e-05,14.2,138.5,False,False,False,0,unknown
P2_S3_B3_seed1008,S3,B3,1008,3,0.002807093538228396,-6.343080402659893e-05,0.002807093538228396,-6.343080402659893e-05,13.9,136.5,False,False,False,0,unknown
P2_S3_B3_seed1009,S3,B3,1009,3,0.0010200380395638496,-2.2674404919689054e-05,0.0010200380395638496,-2.2674404919689054e-05,12.5,152.9,False,True,False,0,unknown
P2_S3_B3_seed1010,S3,B3,1010,3,0.002599904688028274,-5.8641518298313796e-05,0.002599904688028274,-5.8641518298313796e-05,12.6,239.8,False,False,False,0,unknown
P2_S3_P_seed1001,S3,P,1001,3,0.0024693144889687997,-5.539158537125815e-05,0.0024693144889687997,-5.539158537125815e-05,11.9,254.6,False,False,False,0,unknown
P2_S3_P_seed1002,S3,P,1002,3,0.0010327242227022562,-2.2909114400024197e-05,0.0010327242227022562,-2.2909114400024197e-05,12.5,231.3,False,False,False,0,unknown
P2_S3_P_seed1003,S3,P,1003,3,0.0010127538916691985,-2.2435209807204468e-05,0.0010127538916691985,-2.2435209807204468e-05,12.9,237.2,False,False,False,0,unknown
P2_S3_P_seed1004,S3,P,1004,3,2.700691558226298e-05,-5.91149245663423e-07,2.700691558226298e-05,-5.91149245663423e-07,12.0,297.2,True,True,False,0,unknown
P2_S3_P_seed1005,S3,P,1005,3,0.0010052912352958546,-2.237813541466274e-05,0.0010052912352958546,-2.237813541466274e-05,12.9,235.0,False,False,False,0,unknown
P2_S3_P_seed1006,S3,P,1006,3,0.0026401634369665706,-5.944402597945412e-05,0.0026401634369665706,-5.944402597945412e-05,12.6,278.0,True,True,False,0,unknown
P2_S3_P_seed1007,S3,P,1007,3,0.0008679481824923275,-1.9189151777643238e-05,0.0008679481824923275,-1.9189151777643238e-05,14.3,240.8,False,False,False,0,unknown
P2_S3_P_seed1008,S3,P,1008,3,0.000513088318085045,-1.1242198398005729e-05,0.000513088318085045,-1.1242198398005729e-05,13.0,268.3,False,False,False,0,unknown
P2_S3_P_seed1009,S3,P,1009,3,0.0009810562555822829,-2.1825788384003072e-05,0.0009810562555822829,-2.1825788384003072e-05,14.5,241.6,False,False,False,0,unknown
P2_S3_P_seed1010,S3,P,1010,3,0.0005931285768279835,-1.3025402978734808e-05,0.0005931285768279835,-1.3025402978734808e-05,13.2,276.7,False,False,False,0,unknown
