run_id,scenario,method,target_id,attempt,candidate_id,angle_deg,radius_m,x,y,nav_precheck_safe,uav_safe,planner_feasible,path_length_m,planning_time_s,rejected_reason,selected
P2_S1_B3_seed1009,S1,B3,"plant@(2.000,3.000)",1,r1.00_a030,30,1.0,2.866025403784439,3.5,True,True,True,4.733839035284139,0.3173855119966902,,0
P2_S1_B3_seed1009,S1,B3,"plant@(2.000,3.000)",1,r1.00_a060,60,1.0,2.5,3.8660254037844384,True,True,True,5.290531886297779,0.37333885801490396,,0
P2_S1_B3_seed1009,S1,B3,"plant@(2.000,3.000)",1,r1.20_a090,90,1.2,2.0,4.2,True,True,True,4.937109901060667,0.3179654039849993,,0
P2_S1_B3_seed1009,S1,B3,"plant@(2.000,3.000)",1,r1.20_a030,30,1.2,3.0392304845413265,3.5999999999999996,True,True,True,4.865006267629385,0.3016210510104429,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.20_a240,240,1.2,11.399999999999999,0.960769515458674,True,True,True,14.244923145502648,0.2575536129879765,,1
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.20_a090,90,1.2,12.0,3.2,True,True,True,16.816757812459418,0.2524427969765384,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r0.80_a060,60,0.8,12.4,2.6928203230275507,True,True,True,17.31217432905421,0.26401664299191907,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.00_a060,60,1.0,12.5,2.8660254037844384,True,True,True,17.328718434655023,0.2703489210107364,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.20_a060,60,1.2,12.6,3.039230484541326,True,True,True,17.03212800687902,0.2726627060037572,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r0.80_a030,30,0.8,12.69282032302755,2.4,True,True,True,17.826654552400015,0.2502386799897067,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r0.80_a330,330,0.8,12.69282032302755,1.5999999999999996,True,True,True,17.853391422368688,0.2749824360071216,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r0.80_a000,0,0.8,12.8,2.0,True,True,True,18.014331826144993,0.27739414901589043,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.00_a030,30,1.0,12.86602540378444,2.5,True,True,True,17.67608792587329,0.2962902059953194,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.00_a330,330,1.0,12.866025403784437,1.4999999999999996,True,True,True,17.570412042963007,0.2897191669908352,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.00_a000,0,1.0,13.0,2.0,True,True,True,18.0462908630043,0.24994090301333927,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.20_a030,30,1.2,13.039230484541326,2.5999999999999996,True,True,True,17.642407911092384,0.2775942370062694,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.20_a330,330,1.2,13.039230484541326,1.3999999999999995,True,True,True,17.474384034181078,0.28078092000214383,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.20_a000,0,1.2,13.2,2.0,True,True,True,17.983828032411424,0.28323904299759306,,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.20_a180,180,1.2,10.8,2.0,False,True,False,,0.23132690400234424,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.20_a150,150,1.2,10.960769515458674,2.5999999999999996,False,True,False,,0.2440313349943608,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.20_a210,210,1.2,10.960769515458674,1.4,False,True,False,,0.2756548559991643,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.00_a180,180,1.0,11.0,2.0,False,True,False,,0.25213329400867224,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.00_a150,150,1.0,11.13397459621556,2.5,False,True,False,,0.2396382289880421,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.00_a210,210,1.0,11.13397459621556,1.5,False,True,False,,0.29583829900366254,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r0.80_a180,180,0.8,11.2,2.0,False,True,False,,0.22919750600703992,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r0.80_a150,150,0.8,11.30717967697245,2.4,False,True,False,,0.2429150039970409,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r0.80_a210,210,0.8,11.30717967697245,1.5999999999999999,False,True,False,,0.30433331601670943,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.20_a120,120,1.2,11.4,3.0392304845413265,False,True,False,,0.26597317299456336,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.00_a120,120,1.0,11.5,2.866025403784439,False,True,False,,0.28594021798926406,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.00_a240,240,1.0,11.5,1.1339745962155616,False,True,False,,0.27545194898266345,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r0.80_a120,120,0.8,11.6,2.692820323027551,False,True,False,,0.2978302099800203,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r0.80_a240,240,0.8,11.6,1.3071796769724493,False,True,False,,0.30261467600939795,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r0.80_a090,90,0.8,12.0,2.8,False,True,False,,0.26957654699799605,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.00_a090,90,1.0,12.0,3.0,False,True,False,,0.26701060598134063,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r0.80_a270,270,0.8,12.0,1.2,False,True,False,,0.30039057199610397,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(12.000,2.000)",1,r1.00_a270,270,1.0,12.0,1.0,False,True,False,,0.29669921498862095,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a240,240,1.2,14.399999999999999,3.960769515458674,True,True,True,9.772232219446215,0.2648540670052171,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a210,210,1.2,13.960769515458674,4.4,True,True,True,10.599285863124955,0.28222917299717665,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a270,270,1.2,15.0,3.8,True,True,True,9.689387842782367,0.2558612040011212,,1
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a180,180,1.2,13.8,5.0,True,True,True,11.29165250354028,0.3025868750119116,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.00_a180,180,1.0,14.0,5.0,True,True,True,11.249843076982396,0.2941307839937508,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a300,300,1.2,15.6,3.960769515458674,True,True,True,10.14136873076156,0.2860635269898921,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r0.80_a150,150,0.8,14.30717967697245,5.4,True,True,True,11.687845164306282,0.306481090025045,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.00_a150,150,1.0,14.13397459621556,5.5,True,True,True,11.59707961040044,0.31165775397676043,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a150,150,1.2,13.960769515458674,5.6,True,True,True,11.573196408627242,0.3091276429768186,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r0.80_a330,330,0.8,15.69282032302755,4.6,True,True,False,,0.2913065890024882,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.00_a330,330,1.0,15.866025403784437,4.5,True,True,True,10.758542790584542,0.29526541198720224,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a330,330,1.2,16.039230484541328,4.3999999999999995,True,True,True,10.669030007539787,0.2711425839806907,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r0.80_a120,120,0.8,14.6,5.692820323027551,True,True,True,12.194148481223241,0.25693874098942615,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r0.80_a000,0,0.8,15.8,5.0,True,True,True,11.385996044838237,0.3230068080010824,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.00_a120,120,1.0,14.5,5.866025403784438,True,True,True,12.13903381533081,0.2613041619770229,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.00_a000,0,1.0,16.0,5.0,True,True,True,11.330628847185901,0.2995657650171779,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a120,120,1.2,14.4,6.039230484541326,True,True,True,12.175945218889364,0.259462893998716,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r0.80_a090,90,0.8,15.0,5.8,True,True,True,12.776985344684306,0.26345429598586634,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r0.80_a030,30,0.8,15.69282032302755,5.4,True,True,True,11.838858134333085,0.3243682119937148,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a000,0,1.2,16.2,5.0,True,True,True,11.342344018420716,0.300400626991177,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r0.80_a060,60,0.8,15.4,5.692820323027551,True,True,True,12.300362579504252,0.26221349599654786,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.00_a090,90,1.0,15.0,6.0,True,True,True,12.77785939338216,0.27935962201445363,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.00_a030,30,1.0,15.86602540378444,5.5,True,True,True,11.945180729986564,0.32507882398203947,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.00_a060,60,1.0,15.5,5.866025403784438,True,True,True,12.344183653625441,0.305582159984624,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a090,90,1.2,15.0,6.2,True,True,True,12.842238307558961,0.34174512900062837,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a030,30,1.2,16.039230484541328,5.6,True,True,True,11.97479281588803,0.32185579198994674,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.20_a060,60,1.2,15.6,6.039230484541326,True,True,True,12.580622581359297,0.2849373530189041,,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.00_a240,240,1.0,14.5,4.133974596215562,False,True,False,,0.27120156699675135,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.00_a210,210,1.0,14.13397459621556,4.5,False,True,False,,0.2838874919980299,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r1.00_a270,270,1.0,15.0,4.0,False,True,False,,0.26726311701349914,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r0.80_a240,240,0.8,14.6,4.307179676972449,False,True,False,,0.2874609099817462,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1009,S1,B3,"plant@(15.000,5.000)",1,r0.80_a210,210,0.8,14.30717967697245,4.6,False,True,False,,0.3010831749998033,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.20_a240,240,1.2,1.3999999999999995,1.960769515458674,True,True,True,2.4021980321074725,0.17044497100869194,,1
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.20_a210,210,1.2,0.9607695154586737,2.4,True,True,True,2.5982584977119902,0.18544425701838918,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a240,240,1.0,1.4999999999999996,2.1339745962155616,True,True,True,2.602031634036085,0.18071026701363735,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.20_a270,270,1.2,1.9999999999999998,1.8,True,True,True,2.6786582306225384,0.16766003798693419,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a210,210,1.0,1.1339745962155614,2.5,True,True,True,2.74531223429477,0.178582666994771,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r0.80_a240,240,0.8,1.5999999999999996,2.3071796769724493,True,True,True,2.803764317979718,0.18572829201002605,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a270,270,1.0,1.9999999999999998,2.0,True,True,True,2.816025931651265,0.1841460249852389,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r0.80_a210,210,0.8,1.307179676972449,2.5999999999999996,True,True,True,2.9198346466490075,0.19002133700996637,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r0.80_a270,270,0.8,1.9999999999999998,2.2,True,True,True,2.96247563771313,0.19861145698814653,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.20_a180,180,1.2,0.8,3.0,True,True,True,3.1847430226150277,0.2004479210008867,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a180,180,1.0,1.0,3.0,True,True,True,3.169875174869212,0.20325610600411892,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r0.80_a180,180,0.8,1.2,3.0,True,True,True,3.2416304739555724,0.20834690300398506,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.20_a300,300,1.2,2.6,1.9607695154586737,True,True,True,3.2493641108315225,0.21029132002149709,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a300,300,1.0,2.5,2.1339745962155616,True,True,True,3.2803082874835803,0.22144112701062113,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r0.80_a300,300,0.8,2.4000000000000004,2.3071796769724493,True,True,True,3.3238474265494395,0.23950473399600014,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r0.80_a150,150,0.8,1.3071796769724489,3.4,True,True,True,3.697423411089156,0.25036260500201024,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a150,150,1.0,1.1339745962155612,3.5,True,True,True,3.688042177210573,0.24160756400669925,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.20_a150,150,1.2,0.9607695154586735,3.5999999999999996,True,True,True,3.7664397493190878,0.246913073991891,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r0.80_a330,330,0.8,2.6928203230275507,2.5999999999999996,True,True,True,3.7670170039224296,0.2525369430077262,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a330,330,1.0,2.8660254037844384,2.4999999999999996,True,True,True,3.8177101866375125,0.25888923500315286,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.20_a330,330,1.2,3.039230484541326,2.3999999999999995,True,True,True,3.862814351084195,0.25125875999219716,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r0.80_a000,0,0.8,2.8,3.0,True,True,True,4.198710423429075,0.2668526569905225,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a120,120,1.0,1.5000000000000002,3.866025403784439,True,True,True,4.349087003878647,0.2893419879837893,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a000,0,1.0,3.0,3.0,True,True,True,4.262439227569819,0.27634189199307,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.20_a120,120,1.2,1.4000000000000004,4.039230484541326,True,True,True,4.307100999716338,0.2795153979968745,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r0.80_a030,30,0.8,2.692820323027551,3.4,True,True,True,4.6843439254528665,0.29680116500821896,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.20_a000,0,1.2,3.2,3.0,True,True,True,4.391661197065614,0.2866094399942085,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a090,90,1.0,2.0,4.0,True,True,True,4.93275588851247,0.3116602029767819,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a030,30,1.0,2.866025403784439,3.5,True,True,True,4.733839035284139,0.3221413930004928,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.00_a060,60,1.0,2.5,3.8660254037844384,True,True,True,5.290531886297779,0.38983438900322653,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.20_a090,90,1.2,2.0,4.2,True,True,True,4.937109901060667,0.30689829000039026,,0
P2_S1_B3_seed1010,S1,B3,"plant@(2.000,3.000)",1,r1.20_a030,30,1.2,3.0392304845413265,3.5999999999999996,True,True,True,4.865006267629385,0.31903108599362895,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.20_a240,240,1.2,11.399999999999999,0.960769515458674,True,True,True,14.244923145502648,0.2755891320121009,,1
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.20_a090,90,1.2,12.0,3.2,True,True,True,16.816757812459418,0.28218757099239156,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r0.80_a060,60,0.8,12.4,2.6928203230275507,True,True,True,17.31217432905421,0.2890368980006315,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.00_a060,60,1.0,12.5,2.8660254037844384,True,True,True,17.328718434655023,0.29923213098663837,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.20_a060,60,1.2,12.6,3.039230484541326,True,True,True,17.03212800687902,0.281643323978642,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r0.80_a030,30,0.8,12.69282032302755,2.4,True,True,True,17.826654552400015,0.23103955399710685,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r0.80_a330,330,0.8,12.69282032302755,1.5999999999999996,True,True,True,17.853391422368688,0.2830576919950545,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r0.80_a000,0,0.8,12.8,2.0,True,True,True,18.014331826144993,0.28757912598666735,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.00_a030,30,1.0,12.86602540378444,2.5,True,True,True,17.67608792587329,0.27387348099728115,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.00_a330,330,1.0,12.866025403784437,1.4999999999999996,True,True,True,17.570412042963007,0.29238455498125404,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.00_a000,0,1.0,13.0,2.0,True,True,True,18.0462908630043,0.24599607900017872,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.20_a030,30,1.2,13.039230484541326,2.5999999999999996,True,True,True,17.642407911092384,0.28707165000378154,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.20_a330,330,1.2,13.039230484541326,1.3999999999999995,True,True,True,17.474384034181078,0.26831116099492647,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.20_a000,0,1.2,13.2,2.0,True,True,True,17.983828032411424,0.29089579099672846,,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.20_a180,180,1.2,10.8,2.0,False,True,False,,0.24736236600438133,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.20_a150,150,1.2,10.960769515458674,2.5999999999999996,False,True,False,,0.2568189409794286,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.20_a210,210,1.2,10.960769515458674,1.4,False,True,False,,0.2913305480033159,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.00_a180,180,1.0,11.0,2.0,False,True,False,,0.25586218902026303,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.00_a150,150,1.0,11.13397459621556,2.5,False,True,False,,0.2409804950002581,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.00_a210,210,1.0,11.13397459621556,1.5,False,True,False,,0.30888334999326617,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r0.80_a180,180,0.8,11.2,2.0,False,True,False,,0.2378577400231734,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r0.80_a150,150,0.8,11.30717967697245,2.4,False,True,False,,0.25214754199259914,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r0.80_a210,210,0.8,11.30717967697245,1.5999999999999999,False,True,False,,0.30490251499577425,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.20_a120,120,1.2,11.4,3.0392304845413265,False,True,False,,0.28000086202519014,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.00_a120,120,1.0,11.5,2.866025403784439,False,True,False,,0.3229457550041843,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.00_a240,240,1.0,11.5,1.1339745962155616,False,True,False,,0.279258402006235,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r0.80_a120,120,0.8,11.6,2.692820323027551,False,True,False,,0.2932293970079627,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r0.80_a240,240,0.8,11.6,1.3071796769724493,False,True,False,,0.3037860470067244,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r0.80_a090,90,0.8,12.0,2.8,False,True,False,,0.2692807739949785,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.00_a090,90,1.0,12.0,3.0,False,True,False,,0.2698035610083025,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r0.80_a270,270,0.8,12.0,1.2,False,True,False,,0.2987403619918041,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(12.000,2.000)",1,r1.00_a270,270,1.0,12.0,1.0,False,True,False,,0.29514210898196325,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.20_a240,240,1.2,14.399999999999999,3.960769515458674,True,True,True,10.515574756053416,0.2968859990069177,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.20_a210,210,1.2,13.960769515458674,4.4,True,True,True,11.964324804125267,0.3305335759941954,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.20_a270,270,1.2,15.0,3.8,True,True,True,10.514561416727952,0.28577572299400344,,1
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.20_a180,180,1.2,13.8,5.0,True,True,True,11.702367637550664,0.30484810599591583,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.00_a180,180,1.0,14.0,5.0,True,True,True,11.882079026009494,0.31775433899019845,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.20_a300,300,1.2,15.6,3.960769515458674,True,True,True,10.895297664311679,0.2851629659999162,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.00_a150,150,1.0,14.13397459621556,5.5,True,True,True,12.313526395795048,0.2690057499858085,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r0.80_a150,150,0.8,14.30717967697245,5.4,True,True,True,12.417392226133206,0.2626268780149985,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.20_a150,150,1.2,13.960769515458674,5.6,True,True,True,12.936289680275026,0.2693856580008287,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r0.80_a330,330,0.8,15.69282032302755,4.6,True,True,False,,0.3330496530106757,path_infeasible_under_safety_checks,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.00_a330,330,1.0,15.866025403784437,4.5,True,True,True,11.614843426786837,0.3033176120079588,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.20_a330,330,1.2,16.039230484541328,4.3999999999999995,True,True,True,11.449835476602672,0.31007397099165246,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r0.80_a120,120,0.8,14.6,5.692820323027551,True,True,True,12.97958817402262,0.26583530800417066,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.00_a120,120,1.0,14.5,5.866025403784438,True,True,True,12.875616803920465,0.2637876209919341,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.20_a120,120,1.2,14.4,6.039230484541326,True,True,True,12.961290921375728,0.353626958996756,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r0.80_a000,0,0.8,15.8,5.0,True,True,True,12.171718057118568,0.24556844698963687,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r0.80_a090,90,0.8,15.0,5.8,True,True,True,13.582356842027723,0.27513862898922525,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.00_a000,0,1.0,16.0,5.0,True,True,True,12.102057156258276,0.248973905981984,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r0.80_a030,30,0.8,15.69282032302755,5.4,True,True,True,12.701169779330856,0.26451255500433035,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r0.80_a060,60,0.8,15.4,5.692820323027551,True,True,True,13.159174966570173,0.2709021859918721,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.00_a090,90,1.0,15.0,6.0,True,True,True,13.502546757889103,0.2778773080208339,,0
P2_S1_B3_seed1010,S1,B3,"plant@(15.000,5.000)",1,r1.20_a000,0,1.2,16.2,5.0,True,True,True,12.10654227591798,0.24348075801390223,,0
