run_id,scenario,method,seed,target_count,start_x,start_y,home_x,home_y,mission_start_time,mission_end_time,mission_completed,returned_home,manual_intervention,collision_count,software_commit,targets_attempted,targets_successful,mean_path_length_m,mean_actual_path_length_m,mean_navigation_time_s,mean_total_target_time_s,mean_approach_error_m,mean_planning_time_s,total_replans,total_recoveries,mean_attempt_count,target_success_rate_pct
P2_S1_B2_seed1007,S1,B2,1007,3,0.0008053098998070566,-1.7807147454785037e-05,0.0008053098998070566,-1.7807147454785037e-05,12.3,154.8,False,True,False,0,unknown,3,0,9.744846516175262,9.380558007082902,,,,0.21626360800291877,0,0,1.0,0.0
P2_S1_B2_seed1008,S1,B2,1008,3,0.0008078135526540645,-1.7734357734346137e-05,0.0008078135526540645,-1.7734357734346137e-05,12.6,306.7,False,True,False,0,unknown,3,0,9.744846516175262,8.55801125114841,,,,0.241448519504047,0,0,1.0,0.0
P2_S1_B2_seed1009,S1,B2,1009,3,0.0025323896920361635,-5.706112416800042e-05,0.0025323896920361635,-5.706112416800042e-05,12.4,220.5,False,False,False,0,unknown,3,0,9.75540345257671,8.435408393921495,,,,0.23987945400585886,0,0,1.0,0.0
P2_S1_B2_seed1010,S1,B2,1010,3,1.5894410533435806e-05,-4.6073782830181196e-07,1.5894410533435806e-05,-4.6073782830181196e-07,11.5,156.4,False,True,False,0,unknown,3,0,9.75540345257671,9.376790542869047,,,,0.2349463425052818,0,0,1.0,0.0
P2_S1_B3_seed1001,S1,B3,1001,3,0.003089292184432826,-7.033224228623791e-05,0.003089292184432826,-7.033224228623791e-05,15.8,129.7,False,False,False,0,unknown,3,1,8.723213447297956,5.976798879252323,2.700000000000003,25.8,1.0784743799239453,6.2446646469567595,1,0,1.3333333333333333,33.333333333333336
P2_S1_B3_seed1002,S1,B3,1002,3,0.00249809855824645,-5.622679351667163e-05,0.00249809855824645,-5.622679351667163e-05,12.9,425.9,True,True,False,0,unknown,3,3,4.238807841865259,8.77390066129111,13.93333333333335,207.4,1.1227511380199215,0.16348696001417315,3,1,2.0,100.0
P2_S1_B3_seed1003,S1,B3,1003,3,0.0025384033046378573,-5.71468308885725e-05,0.0025384033046378573,-5.71468308885725e-05,12.9,325.3,False,False,False,0,unknown,3,2,4.000686373092025,9.216379257599138,4.599999999999994,165.0,1.1343591391141956,0.14534868566746204,5,2,2.3333333333333335,66.66666666666667
P2_S1_B3_seed1004,S1,B3,1004,3,0.002504362250048251,-5.634418969916167e-05,0.002504362250048251,-5.634418969916167e-05,12.3,477.8,False,True,False,0,unknown,3,1,11.094708957805977,1.1259233629020249,2.5,24.700000000000003,1.1346176195186484,0.19661415131607404,7,3,2.6666666666666665,33.333333333333336
P2_S1_B3_seed1005,S1,B3,1005,3,0.0025664304362746563,-5.780640982356156e-05,0.0025664304362746563,-5.780640982356156e-05,12.4,362.0,False,False,False,0,unknown,3,3,4.282538794826956,9.133702631540716,13.899999999999997,222.16666666666666,1.1331099756338865,0.1563947930020125,3,0,2.0,100.0
P2_S1_B3_seed1006,S1,B3,1006,3,0.0010443798253969093,-2.308385143786735e-05,0.0010443798253969093,-2.308385143786735e-05,12.2,421.3,False,True,False,0,unknown,3,2,5.410039818503929,8.410018949814653,1.7000000000000064,175.9,1.1230673983208623,2.900051151353788,6,1,2.6666666666666665,66.66666666666667
